1049	18
2799	9
841	12
2122	12
2171	12
2241	10
3398	8
1361	6
1098	18
3758	24
3905	11
6187	30
1957	6
7582	48
1936	18
2647	6
3939	11
3213	18
2337	36
7228	11
3676	6
3124	12
2384	36
1424	12
4716	6
4771	11
652	12
1154	9
3556	15
4796	42
3017	30
3535	36
6614	36
1376	24
1721	15
860	6
1495	12
1934	12
3378	18
3868	24
996	12
1755	24
1028	18
2825	24
1239	18
1216	18
1258	24
1864	18
1474	24
1382	24
640	12
3919	36
1224	9
2331	12
6313	24
385	12
1655	12
1053	15
3160	21
3079	36
1163	12
2679	24
3578	48
10875	36
1344	12
1237	6
3077	12
2284	24
1567	12
2032	24
2745	21
1867	30
2299	36
929	24
3399	12
2030	9
3275	21
1940	24
1602	21
1979	15
2022	24
3342	36
5866	18
2360	15
1520	15
3651	12
2346	24
4454	36
666	6
1965	24
1995	12
2991	30
4221	30
1364	9
6361	18
4526	27
3573	12
4455	36
2136	9
5954	42
3777	24
806	15
4712	24
7432	36
1851	24
1393	24
1412	12
1473	18
1533	24
2012	12
3959	15
428	6
2366	12
763	12
3976	21
6260	18
1919	9
2603	24
936	9
3062	24
4795	36
5842	36
2063	6
1459	15
1213	15
5103	24
874	15
2978	6
1820	18
2872	24
1925	24
2515	18
2116	6
1453	18
1364	10
1543	6
1318	12
2325	24
932	6
3148	24
3835	36
3832	9
5084	24
2406	9
2394	36
2476	21
2964	24
1262	12
1542	12
1743	24
409	12
2171	12
8858	48
3512	24
1158	12
2684	24
1498	12
5954	30
6416	48
3617	12
1291	12
1275	24
3972	24
3343	15
392	15
2134	9
5771	30
4526	24
2788	15
1382	6
5848	36
1228	12
1297	12
1552	24
1963	12
3235	24
4139	24
1804	12
1950	18
12749	48
1236	9
1055	18
8072	30
2831	30
1449	9
5742	36
2390	12
3430	24
2273	36
2923	21
1901	24
3711	36
8487	48
2255	24
1262	12
7253	33
6761	6
1817	18
2141	12
3609	48
2333	30
7824	28
1445	18
7721	24
3763	21
4439	18
1107	12
1444	15
12169	48
2753	9
1494	4
2828	24
2483	24
1299	6
1549	9
3949	10
2901	10
709	6
10722	47
1287	10
1940	18
3656	30
4679	24
8613	27
2659	18
1516	24
4380	18
802	14
1572	21
3566	48
1278	24
426	6
8588	39
3857	30
685	12
1603	24
2241	21
2384	24
601	4
2569	39
1316	15
10366	60
1568	18
629	18
1750	6
3488	24
1800	18
4151	24
2631	15
5248	21
2899	18
6204	18
804	12
3595	36
5711	36
2687	15
3643	15
2146	10
2315	10
3448	5
2708	15
1393	11
1275	10
1313	9
1493	12
2675	22
2118	9
909	36
1258	12
1569	15
1236	6
7678	36
660	6
2835	24
2670	24
3447	12
3568	15
3652	21
3660	24
1126	9
683	6
2251	12
4675	12
2353	21
3357	21
672	6
338	6
2697	9
2507	9
1478	15
3565	12
2221	15
1898	6
1449	6
960	15
8133	36
2301	9
1743	6
983	12
2320	18
339	12
5152	24
3749	24
3074	9
745	9
1469	24
1374	6
783	6
2606	21
9436	54
930	12
2751	48
250	6
1201	24
662	6
1300	15
1559	24
3016	12
1360	15
1204	6
1597	10
2073	12
2142	11
2132	10
1546	10
1287	24
1418	10
1343	6
2662	18
6070	18
1927	24
2404	18
1554	6
1283	22
717	24
1747	24
1288	9
1038	10
2848	10
1413	12
3077	30
3632	24
3229	18
3577	9
682	12
1924	10
727	10
781	10
2121	12
701	12
2069	10
1525	24
7629	48
3499	12
1346	6
10477	36
2924	24
1231	10
1961	18
5045	15
1255	12
1858	12
1221	6
1388	9
2279	12
2759	12
1258	24
1410	12
1403	15
3021	24
6568	24
2578	24
7758	24
343	6
1591	21
3416	27
1108	12
5965	27
1514	15
6742	30
3650	18
3599	21
13756	60
276	9
4041	42
458	9
918	9
7393	24
1225	10
2812	24
3029	15
1480	12
1047	6
1471	15
5511	24
1206	9
6403	24
707	12
1503	12
6078	12
2528	27
1037	12
1352	6
3181	24
4594	18
5381	48
4657	15
1391	9
1913	18
7166	42
1409	13
2978	24
976	12
2375	24
522	12
2743	28
1154	11
5804	24
1169	18
1478	15
776	12
1322	11
1175	16
2133	12
1829	15
717	12
11760	39
1501	9
1200	12
3195	9
4530	30
1555	12
2326	15
1887	18
1264	12
846	7
1532	15
935	6
2442	27
3590	18
2288	21
5117	27
14179	39
1386	15
618	12
1574	12
700	6
886	12
4686	36
790	9
766	12
2212	20
7308	10
5743	24
3973	14
7418	60
2629	20
1941	18
2333	24
2445	12
6468	20
7374	18
3812	15
4006	28
7472	12
1424	12
2028	12
5324	15
2323	36
1393	12
1984	18
999	24
7409	36
2186	15
4473	36
937	24
3422	18
3105	24
2748	12
3872	18
5190	27
3001	18
3863	24
5801	12
1592	12
1185	12
3780	18
3612	18
1076	12
3527	12
2051	18
3331	12
3104	18
2611	24
1409	12
1311	24
2108	6
4042	24
926	12
1680	12
1249	24
2463	24
1595	6
2058	24
7814	24
1740	6
1240	12
6842	24
5150	24
1203	6
2080	6
1538	6
3878	24
3832	30
3186	15
2896	24
6967	24
1819	36
5943	24
7127	36
3349	36
10974	36
518	6
1126	18
1860	12
9566	36
701	12
2930	12
1505	18
2238	18
1503	4
2197	24
1881	12
1880	18
2389	18
1967	24
3380	4
1455	4
730	7
3244	18
1670	9
3979	48
1922	12
1295	18
1544	4
907	8
1715	30
1347	10
1007	12
1402	12
2002	12
2096	12
1101	12
894	10
1577	11
2764	33
8358	48
1474	12
5433	24
1410	14
3485	20
3850	18
7408	60
1377	24
4272	30
1553	24
9857	36
362	6
1935	12
10222	48
1330	12
9055	36
7966	26
3496	30
6948	36
12204	48
3446	36
684	12
4281	33
7174	42
1546	24
2359	24
3621	24
741	12
7865	12
2910	24
5302	18
3620	36
3509	18
3017	12
1657	12
1164	8
6229	36
1193	24
4583	30
5371	36
708	12
571	21
2522	30
5179	36
8229	36
2028	24
1374	6
1289	12
2712	36
975	15
1050	6
609	6
4788	48
3069	24
836	12
2577	12
1620	12
1845	15
6579	24
1893	12
10623	30
2249	18
3108	30
958	12
9277	24
6314	24
1526	12
3590	12
6615	24
1872	6
2859	12
1582	18
1238	6
2578	12
1433	15
7882	42
4169	24
3959	36
3249	36
3149	24
2246	12
1797	13
4272	20
2957	24
2348	36
6289	42
6419	24
6143	48
1597	24
15857	36
2223	24
7238	48
2503	30
2622	18
4351	24
368	6
754	12
2424	24
6681	48
2427	18
1216	24
753	6
2576	7
590	6
1414	8
1103	12
585	12
1068	6
713	8
1092	12
2329	7
882	13
866	18
2415	7
2101	13
1301	18
1113	18
760	8
625	12
1323	6
1138	9
1795	18
2728	15
484	6
1048	10
1155	12
7057	20
1537	15
2214	12
1585	24
1521	10
3990	36
3049	18
1282	24
10144	60
1168	12
454	6
3594	15
1768	12
15653	60
2247	12
1413	24
4576	45
1231	24
8335	36
5800	36
8471	18
3622	30
1169	6
1262	15
3617	24
2181	30
7685	48
6110	48
3757	24
3394	42
6304	36
1244	9
3518	6
2613	36
7476	48
4591	24
1924	18
5595	72
6224	48
1905	15
2993	21
8947	36
4020	24
2779	18
2782	21
1884	12
11054	36
9157	60
9283	42
6527	60
3368	15
2511	15
5493	36
1338	6
1082	9
1149	18
1308	15
6148	20
1736	12
3059	12
2996	24
7596	30
4811	30
1766	6
2760	24
